ID,NUMBER_OF_VICTIMS,DATE,TIME,HOUR,DATE_TIME,SUNSET,TEMPERATURE,PRECIPITATION,CLOUD_COVER,PLACE_OF_EVENT,TYPE_OF_STREET,STREET,HEIGHT,CROSSING,NORMALIZED_ADDRESS,COMMUNE,POS_X,POS_Y,PARTICIPANTS,VICTIM,ACCUSED,Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2020-0030,1,2020-06-16,15:00:00,15,2020-06-16 15:00:00,17:49:51,17.6,rain,76.8,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,1550.0,,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MULTIPLE,Motorcycle,Multiple,2020-0030,2020-06-16,2020,6,16,Driver,Motorcycle,Male,40,2020-06-16
2020-0031,1,2020-06-30,08:00:00,8,2020-06-30 08:00:00,17:53:48,11.0,rain,96.9,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",,LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2020-0031,2020-06-30,2020,6,30,Driver,Motorcycle,Male,29,2020-06-30
2020-0032,1,2020-07-10,23:00:00,23,2020-07-10 23:00:00,17:58:48,11.1,,75.2,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,,SERRANO,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,Motorcycle-Car,Motorcycle,Car,2020-0032,2020-07-10,2020,7,10,Driver,Motorcycle,Male,21,2020-07-10
2020-0033,1,2020-07-19,06:25:00,6,2020-07-19 06:25:00,18:04:39,16.3,,80.4,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",,DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,Car-OBJETO FIJO,Car,Fixed Object,2020-0033,2020-07-19,2020,7,19,Driver,Car,Male,32,2020-07-19
2020-0034,1,2020-08-02,03:20:00,3,2020-08-02 03:20:00,18:14:05,17.6,,84.8,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME",,"ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,Pedestrian-Car,Pedestrian,Car,2020-0034,2020-08-02,2020,8,2,Pedestrian,Pedestrian,Female,42,2020-08-02
2020-0035,1,2020-08-04,05:30:00,5,2020-08-04 05:30:00,18:15:38,18.7,,40.8,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,Motorcycle-Passengers,Motorcycle,Passengers,2020-0035,2020-08-04,2020,8,4,Driver,Motorcycle,Male,40,2020-08-04
2020-0036,1,2020-08-07,18:40:00,18,2020-08-07 18:40:00,18:17:47,11.4,rain,77.2,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",,PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2020-0036,2020-08-07,2020,8,7,Pedestrian,Pedestrian,Male,72,2020-08-22
2020-0037,1,2020-08-29,04:30:00,4,2020-08-29 04:30:00,18:33:39,13.8,rain,67.2,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,Pedestrian-Car,Pedestrian,Car,2020-0037,2020-08-29,2020,8,29,Pedestrian,Pedestrian,Male,38,2020-08-29
2020-0038,2,2020-08-30,04:00:00,4,2020-08-30 04:00:00,18:34:18,8.5,,43.6,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,Car-Car,Car,Car,2020-0038,2020-08-30,2020,8,30,Driver,Car,Male,46,2020-08-30
2020-0038,2,2020-08-30,04:00:00,4,2020-08-30 04:00:00,18:34:18,8.5,,43.6,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,Car-Car,Car,Car,2020-0038,2020-08-30,2020,8,30,Driver,Car,Male,64,2020-08-30
2020-0039,1,2020-09-01,19:17:42,19,2020-09-01 19:17:42,,,,,MURGUIONDO 2700,CALLE,MURGUIONDO,,,MURGUIONDO,9,.,.,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2020-0039,2020-09-01,2020,9,1,Pedestrian,Pedestrian,Male,44,2020-09-01
2020-0040,1,2020-09-12,03:30:00,3,2020-09-12 03:30:00,18:43:23,12.7,,30.6,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",,CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,Car-OBJETO FIJO,Car,Fixed Object,2020-0040,2020-09-12,2020,9,12,Driver,Car,Male,42,2020-09-12
2020-0041,1,2020-09-28,01:45:00,1,2020-09-28 01:45:00,18:55:09,16.0,,2.8,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,Motorcycle-Passengers,Motorcycle,Passengers,2020-0041,2020-09-28,2020,9,28,Driver,Motorcycle,Male,34,2020-09-28
2020-0042,1,2020-09-29,17:10:00,17,2020-09-29 17:10:00,18:56:00,18.2,,22.0,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",,SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,Pedestrian-Passengers,Pedestrian,Passengers,2020-0042,2020-09-29,2020,9,29,Pedestrian,Pedestrian,Female,53,2020-09-29
2020-0043,1,2020-09-30,17:20:00,17,2020-09-30 17:20:00,18:56:20,19.3,,15.1,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",,PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,Pedestrian-Passengers,Pedestrian,Passengers,2020-0043,2020-09-30,2020,9,30,Pedestrian,Pedestrian,Male,64,2020-09-30
2020-0044,1,2020-10-05,00:20:00,0,2020-10-05 00:20:00,19:00:23,14.1,rain,59.0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,Car-Car,Car,Car,2020-0044,2020-10-05,2020,10,5,Driver,Car,Male,43,2020-10-05
2020-0045,1,2020-10-19,03:00:00,3,2020-10-19 03:00:00,19:12:03,22.6,rain,80.7,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,Car-Cargo Vehicle,Car,Cargo Vehicle,2020-0045,2020-10-19,2020,10,19,Driver,Car,Male,50,2020-10-19
2020-0046,1,2020-10-27,21:00:00,21,2020-10-27 21:00:00,19:19:08,17.3,,6.0,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2020-0046,2020-10-27,2020,10,27,Driver,Motorcycle,Male,41,2020-10-27
2020-0047,1,2020-10-27,14:00:00,14,2020-10-27 14:00:00,19:19:07,17.0,,6.0,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,LACARRA AV.,AUTOPISTA PRESIDENTE HÇ?CTOR J. CÇMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2020-0047,2020-10-27,2020,10,27,Pedestrian,Pedestrian,Male,15,2020-10-27
2020-0048,1,2020-10-29,20:20:00,20,2020-10-29 20:20:00,19:20:48,14.5,,33.0,DORREGO AV. 614,AVENIDA,DORREGO AV.,614.0,,DORREGO AV. 614,15,-58.44958780,-34.59322448,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2020-0048,2020-10-29,2020,10,29,Driver,Motorcycle,Male,41,2020-10-29
2020-0049,1,2020-10-30,20:00:00,20,2020-10-30 20:00:00,19:21:26,14.0,,32.1,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,Pedestrian-Car,Pedestrian,Car,2020-0049,2020-10-30,2020,10,30,Pedestrian,Pedestrian,Male,36,2020-10-30
2020-0050,1,2020-11-01,22:00:00,22,2020-11-01 22:00:00,19:23:29,18.5,,11.2,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2020-0050,2020-11-01,2020,11,1,Pedestrian,Pedestrian,Female,28,2020-11-01
2020-0051,1,2020-11-05,00:40:00,0,2020-11-05 00:40:00,19:27:37,19.5,,17.6,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,,MERCEDES,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,Motorcycle-Car,Motorcycle,Car,2020-0051,2020-11-05,2020,11,5,Driver,Motorcycle,Male,49,2020-11-05
2020-0052,1,2020-11-07,06:50:00,6,2020-11-07 06:50:00,19:29:10,20.9,,31.0,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,Bicycle-Cargo Vehicle,Bicycle,Cargo Vehicle,2020-0052,2020-11-07,2020,11,7,Cyclist,Bicycle,Male,44,2020-11-07
2020-0053,1,2020-11-09,03:30:00,3,2020-11-09 03:30:00,19:31:14,19.7,,90.0,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.",,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,Car-Car,Car,Car,2020-0053,2020-11-09,2020,11,9,Passenger_Companion,Car,Male,27,2020-11-09
2020-0054,1,2020-11-19,09:00:00,9,2020-11-19 09:00:00,19:40:56,19.6,,24.4,INCLAN Y ALBERTI,CALLE,INCLAN,,ALBERTI,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,Bicycle-Car,Bicycle,Car,2020-0054,2020-11-19,2020,11,19,Cyclist,Bicycle,Male,59,2020-11-23
2020-0055,1,2020-11-19,12:30:00,12,2020-11-19 12:30:00,19:41:11,19.8,,19.7,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,5437.0,,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2020-0055,2020-11-19,2020,11,19,Pedestrian,Pedestrian,Male,91,2020-12-11
2020-0056,1,2020-11-21,13:00:00,13,2020-11-21 13:00:00,19:43:19,22.3,,44.5,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.",,"ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2020-0056,2020-11-21,2020,11,21,Driver,Motorcycle,Female,34,2020-11-21
2020-0057,1,2020-11-23,07:45:00,7,2020-11-23 07:45:00,19:45:04,25.0,,34.2,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,Pedestrian-Car,Pedestrian,Car,2020-0057,2020-11-23,2020,11,23,Pedestrian,Pedestrian,Male,84,2020-11-23
2020-0058,1,2020-11-24,16:00:00,16,2020-11-24 16:00:00,19:46:07,25.7,,78.3,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,Pedestrian-Car,Pedestrian,Car,2020-0058,2020-11-24,2020,11,24,Pedestrian,Pedestrian,Male,57,2020-11-25
2020-0059,1,2020-12-01,06:35:00,6,2020-12-01 06:35:00,19:52:06,21.1,,27.9,BRASIL 1100,CALLE,BRASIL,1100.0,,BRASIL 1100,1,-58.37951690,-34.62794241,Pedestrian-Passengers,Pedestrian,Passengers,2020-0059,2020-12-01,2020,12,1,Pedestrian,Pedestrian,Female,49,2020-12-14
2020-0060,1,2020-12-03,20:30:00,20,2020-12-03 20:30:00,19:54:18,22.4,rain,45.4,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2020-0060,2020-12-03,2020,12,3,Pedestrian,Pedestrian,Female,69,2020-12-03
2020-0061,1,2020-12-03,14:40:00,14,2020-12-03 14:40:00,19:53:54,22.4,rain,44.1,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.",,"UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2020-0061,2020-12-03,2020,12,3,Driver,Motorcycle,Male,45,2020-12-04
2020-0062,1,2020-12-04,17:19:00,17,2020-12-04 17:19:00,19:54:42,19.1,,58.4,MORENO 1845,CALLE,MORENO,1845.0,,MORENO 1845,3,-58.39246272,-34.61253541,Bicycle-Passengers,Bicycle,Passengers,2020-0062,2020-12-04,2020,12,4,Cyclist,Bicycle,Male,47,2020-12-04
2020-0063,2,2020-12-05,07:10:00,7,2020-12-05 07:10:00,19:56:04,17.0,,21.3,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-Motorcycle,Pedestrian_Motorcycle,Motorcycle,2020-0063,2020-12-05,2020,12,5,Pedestrian,Pedestrian,Male,38,2020-12-05
2020-0063,2,2020-12-05,07:10:00,7,2020-12-05 07:10:00,19:56:04,17.0,,21.3,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-Motorcycle,Pedestrian_Motorcycle,Motorcycle,2020-0063,2020-12-05,2020,12,5,Passenger_Companion,Motorcycle,Male,21,2020-12-05
2020-0065,1,2020-12-05,16:00:00,16,2020-12-05 16:00:00,19:55:46,17.0,,21.4,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.",,"GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,Motorcycle-Car,Motorcycle,Car,2020-0065,2020-12-05,2020,12,5,Driver,Motorcycle,Male,24,2020-12-06
2020-0066,1,2020-12-07,04:30:00,4,2020-12-07 04:30:00,19:57:40,21.4,,6.8,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2020-0066,2020-12-07,2020,12,7,Driver,Motorcycle,Male,27,2020-12-07
2020-0067,1,2020-12-11,22:00:00,22,2020-12-11 22:00:00,20:00:24,24.5,rain,59.1,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,,BEAZLEY,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,Pedestrian-Passengers,Pedestrian,Passengers,2020-0067,2020-12-11,2020,12,11,Pedestrian,Pedestrian,Male,51,2020-12-11
2020-0068,1,2020-12-12,20:30:00,20,2020-12-12 20:30:00,20:00:51,23.8,,62.5,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,Motorcycle-Car,Motorcycle,Car,2020-0068,2020-12-12,2020,12,12,Driver,Motorcycle,Male,71,2020-12-20
2020-0069,1,2020-12-15,05:20:00,5,2020-12-15 05:20:00,20:02:54,20.0,,59.9,"INDEPENDENCIA AV. Y SAENZ PE¥A, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÇ?A, LUIS, PRES.",1,-58.38746381,-34.61790839,Motorcycle-Passengers,Motorcycle,Passengers,2020-0069,2020-12-15,2020,12,15,Passenger_Companion,Motorcycle,Male,25,2020-12-15
2020-0070,1,2020-12-17,15:35:00,15,2020-12-17 15:35:00,20:04:04,23.7,,13.8,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,Pedestrian-Passengers,Pedestrian,Passengers,2020-0070,2020-12-17,2020,12,17,Pedestrian,Pedestrian,Female,81,2020-12-22
2020-0071,1,2020-12-17,23:00:00,23,2020-12-17 23:00:00,20:04:29,24.5,,14.9,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,Pedestrian-Car,Pedestrian,Car,2020-0071,2020-12-17,2020,12,17,Pedestrian,Pedestrian,Male,4,2020-12-17
2020-0072,1,2020-12-19,03:30:00,3,2020-12-19 03:30:00,20:05:18,22.9,rain,69.4,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,Bicycle-Car,Bicycle,Car,2020-0072,2020-12-19,2020,12,19,Cyclist,Bicycle,Male,42,2020-12-19
2020-0073,1,2020-12-20,07:40:00,7,2020-12-20 07:40:00,20:06:10,18.5,,28.8,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2020-0073,2020-12-20,2020,12,20,Driver,Motorcycle,Male,56,2020-12-20
2020-0074,1,2020-12-20,21:00:00,21,2020-12-20 21:00:00,20:06:07,18.6,,27.9,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,,NAZCA AV.,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,Car-Car,Car,Car,2020-0074,2020-12-20,2020,12,20,Driver,Car,Male,39,2020-12-20
2020-0075,1,2020-12-23,14:00:00,14,2020-12-23 14:00:00,20:07:06,25.9,,13.0,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,Pedestrian-Passengers,Pedestrian,Passengers,2020-0075,2020-12-23,2020,12,23,Pedestrian,Pedestrian,Male,23,2020-12-23
2020-0076,1,2020-12-24,12:30:00,12,2020-12-24 12:30:00,20:08:00,26.4,,12.3,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,Car-Passengers,Car,Passengers,2020-0076,2020-12-24,2020,12,24,Driver,Car,Female,78,2021-01-17
2020-0077,2,2020-12-25,06:40:00,6,2020-12-25 06:40:00,20:08:15,25.7,,74.8,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,Motorcycle-Car,Motorcycle,Car,2020-0077,2020-12-25,2020,12,25,Driver,Motorcycle,Female,30,2020-12-25
2020-0077,2,2020-12-25,06:40:00,6,2020-12-25 06:40:00,20:08:15,25.7,,74.8,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,Motorcycle-Car,Motorcycle,Car,2020-0077,2020-12-25,2020,12,25,Passenger_Companion,Motorcycle,Female,24,2020-12-25
2020-0078,1,2020-12-25,05:50:00,5,2020-12-25 05:50:00,20:08:11,25.3,,73.6,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,1118.0,,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,Bicycle-Passengers,Bicycle,Passengers,2020-0078,2020-12-25,2020,12,25,Cyclist,Bicycle,Male,26,2020-12-25
2020-0079,1,2020-12-27,04:15:00,4,2020-12-27 04:15:00,20:08:52,25.2,,27.2,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.",,"GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2020-0079,2020-12-27,2020,12,27,Driver,Motorcycle,Male,28,2020-12-27
2021-0001,1,2021-01-06,18:00:00,18,2021-01-06 18:00:00,20:10:11,22.9,rain,69.5,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,Motorcycle-Car,Motorcycle,Car,2021-0001,2021-01-06,2021,1,6,Driver,Motorcycle,Male,36,2021-01-06
2021-0002,1,2021-01-07,10:20:00,10,2021-01-07 10:20:00,20:10:45,25.6,,33.7,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",,MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2021-0002,2021-01-07,2021,1,7,Driver,Motorcycle,Female,47,2021-01-07
2021-0003,1,2021-01-10,07:40:00,7,2021-01-10 07:40:00,20:10:08,26.1,,20.8,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,,,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2021-0003,2021-01-10,2021,1,10,Driver,Motorcycle,Male,27,2021-01-10
2021-0004,1,2021-01-11,09:12:18,9,2021-01-11 09:12:18,20:09:57,21.8,rain,83.3,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,,GUARANI,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2021-0004,2021-01-11,2021,1,11,Pedestrian,Pedestrian,Female,61,2021-01-11
2021-0005,1,2021-01-11,21:30:00,21,2021-01-11 21:30:00,20:10:11,21.6,rain,83.4,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",3800.0,,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,Pedestrian-Car,Pedestrian,Car,2021-0005,2021-01-11,2021,1,11,Pedestrian,Pedestrian,Male,73,2021-01-14
2021-0006,1,2021-01-12,21:00:00,21,2021-01-12 21:00:00,20:09:34,20.8,,40.3,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,,SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2021-0006,2021-01-12,2021,1,12,Passenger_Companion,Motorcycle,Female,23,2021-01-12
2021-0007,1,2021-01-18,10:00:00,10,2021-01-18 10:00:00,20:08:13,23.6,,0.0,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,,GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2021-0007,2021-01-18,2021,1,18,Driver,Motorcycle,Male,84,2021-01-26
2021-0008,1,2021-01-22,23:30:00,23,2021-01-22 23:30:00,20:06:20,26.1,,9.1,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,,"RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,Pedestrian-Passengers,Pedestrian,Passengers,2021-0008,2021-01-22,2021,1,22,Pedestrian,Pedestrian,Male,28,2021-01-22
2021-0009,1,2021-01-23,05:30:00,5,2021-01-23 05:30:00,20:05:52,28.2,,12.1,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,,GAONA AV.,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2021-0009,2021-01-23,2021,1,23,Driver,Motorcycle,Male,31,2021-01-23
2021-0010,1,2021-01-23,08:00:00,8,2021-01-23 08:00:00,20:05:55,28.3,,11.5,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.",,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,Motorcycle-Car,Motorcycle,Car,2021-0010,2021-01-23,2021,1,23,Driver,Motorcycle,Male,28,2021-01-23
2021-0011,1,2021-01-27,01:04:26,1,2021-01-27 01:04:26,20:03:15,26.9,,36.4,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,1675.0,,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,Pedestrian-Car,Pedestrian,Car,2021-0011,2021-01-27,2021,1,27,Pedestrian,Pedestrian,Male,21,2021-01-27
